question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Citizens Financial Group (CFG) beat quarterly earnings?,Yes,No,0.030000000000000027,10,1.02,1.02,1.01,1.03,6.9399999999999995,0.15,200,0.0,0.0,0.0,0.0,1.41,1.98,3.55,0.7,0.73,0.72,3.5,0.01,False,cfg-quarterly-earnings-gaap-eps-2025-10-15-1pt03,91735190118803244080395327296080735601729778010606404810930585267661554274710,75640699930105559798490063643622739887141814567001897321916253282098701559537,0x46396867efc69c36b9ece504df9b8f9716658e30a0890920ed355b1ca681d9c0
Will Henrique Gouveia e Melo win the 2026 Portugal presidential election?,Yes,No,0.06999999999999995,2,1.0,1.0,1.0,1.0,14.920000000000002,0.07,200,10.58,9.02,6.4,10.1,7.61,3.24,3.06,0.5,0.57,0.53,3.5,0.01,True,will-henrique-gouveia-e-melo-win-the-2026-portugal-presidential-election,107252287464378185480339300277791815889919330201891674919771186169934663184025,108290077635041993245111833080106297350242002571244675087631982922823879559265,0x2b1e18ef56cb7222ce2fb03d6cd9fb8fcca06d80b64d0dacbe6ce2f00ab31d00
Will Trump act to ban mail-in voting or voting machines in 2025?,Yes,No,0.13000000000000006,2,1.0,1.0,1.0,1.0,17.58,0.06,50,0.0,0.0,4.56,4.32,5.05,5.85,6.72,0.42,0.55,0.48,3.5,0.01,False,will-any-state-eliminate-mail-in-votingvoting-machines-in-the-2026-midterm-elections,36402825643734985192182062220999931812798335636627484593159901844323552047873,99169259142827875380235544173341800146406456123309664843978496187972710234949,0xfa17c197e8330096bf3ab871559ed69cb6940bf4a46174579e5d2c1f8faae1f1
Democrats 66 (D66) win 10% or more of votes in Netherlands election?,Yes,No,0.13999999999999996,2,1.0,1.0,1.0,1.0,19.23,0.05,100,0.0,0.0,0.0,0.0,1.75,9.88,6.35,0.34,0.48,0.41,3.5,0.01,False,democrats-66-d66-win-10-or-more-of-votes-in-netherlands-election,29588216507131927967811529093785578338038226204194227956888362112827164829353,59509621793004941913108907899736520337067877103203001076901109802939925640491,0x1a7d40a55ae60c5dd65ed758dcb503074916132eba2f93a701d25ab999a7a370
Hemedti out of power by December 31?,Yes,No,0.2,2,1.0,1.0,1.0,1.0,14.190000000000001,0.07,100,0.0,0.0,0.0,0.0,0.0,8.31,4.04,0.02,0.22,0.12,3.5,0.01,False,hemedti-out-of-power-by-december-31,103458226303280722924843281313615169972822669437249135228944434625651533742864,106825977772206555562281422047304165302673381070861864754499925537048166264105,0xb013e2a61c4087e2d86339ebc0eb424bed22744f1b1dbafe7f504fcbfe114ef1
Will ChatGPT reach 1b monthly active users in 2025?,Yes,No,0.12,2,1.0,1.0,1.0,1.0,15.95,0.06,100,0.0,0.0,0.0,3.9,4.25,6.7,4.06,0.7,0.82,0.76,3.5,0.01,False,will-chatgpt-reach-1b-monthly-active-users-in-2025,19724938132900659619443303883363154128982414713091172918359422655348707557438,62907314912118087699661719206562481543461052713772006191162016161787657954324,0x677c19032d9fc09658a4b05826e3efd656d725394bc2f5a4ea4b2c4e41a2077a
Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,Yes,No,0.96,2,1.0,1.0,1.0,1.0,0.0,N/A,20,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.02,0.98,0.5,4.5,0.01,False,will-bernie-endorse-kshama-sawant-for-wa-09-by-nov-2-2026-et,82924591030419390649945107956366329459342453014204495918712243498287775914589,71441578579527723840294651825922843760099816515895816768244443656762671705984,0xb44fe13de8e6e3f0e1232613dd9a79f0a898672a41d608a9cd57e340ba6e9185
"Will Powell say ""Dissent"" during October press conference?",Yes,No,0.09999999999999998,2,1.0,1.0,1.0,1.0,6.8,0.15,50,0.0,0.0,0.0,0.0,1.15,2.15,5.64,0.38,0.48,0.43,4.5,0.01,False,will-powell-say-dissent-during-october-press-conference-998,21765151547621246893094633100112176066980848040456116455172695121162672710247,61252099750489004642724577392545504797014450577050970453246720563138026620958,0x45a79938ebb9277e22d8159425e7bd0f3afac955ed58963289b2f4d55a61cdd6
Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,Yes,No,0.97,2,1.0,1.0,1.0,1.0,0.94,1.06,20,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.01,0.98,0.5,4.5,0.01,False,will-bernie-endorse-james-talarico-for-tx-sen-by-nov-2-2026-et,7096166888327966243811396544854606771946352128513885963401994819079689910004,46602177860594371790368647304895927569955807454104515886440302763404709997663,0x136a2773866c2d841b00652b7d99b026409c9a55db769c525ed450e04c653f23
Will Avatar 3 be the third highest grossing movie of 2025?,Yes,No,0.17,2,1.0,1.0,1.0,1.0,3.59,0.28,100,0.0,0.0,0.0,0.0,0.0,0.0,16.38,0.16,0.33,0.24,3.5,0.01,True,will-avatar-3-be-the-third-highest-grossing-movie-of-2025,96062696419590247920302705369858832936120009199256653725817251459166557063389,32003834308593936203007980612939878018131386904059243468205242304090753067871,0xeacf5d2ce68648a88e7c57a4f0b87e1a645eb28c09b03df1a1d056f657717de6
Will Lilo and Stitch be the third highest grossing movie of 2025?,Yes,No,0.14,2,1.0,1.0,1.0,1.0,6.2,0.16,100,0.0,0.0,0.0,0.0,0.0,1.38,10.71,0.13,0.27,0.2,3.5,0.01,True,will-lilo-and-stitch-be-the-third-highest-grossing-movie-of-2025,9369696424691323359214332880212190223095795228471762874482032664282876123787,37495826512874541189296887696377651088636416019039699870250329700954270931630,0x41be4d49b9a6b920e472eab7d340985d9253082a6ed0f3dac7f99f1f4d8e59b0
Will Amanda Edwards win TX-18 Special Election?,Yes,No,0.15000000000000002,2,1.0,1.0,1.0,1.0,4.84,0.21,100,0.0,0.0,0.0,0.0,0.0,2.33,8.0,0.3,0.45,0.38,3.5,0.01,True,will-amanda-edwards-win-tx-18-special-election,40254106575472061941375290040006576761421521228516905144674261800051321707482,44440935186939022539404219493934689092553157650407042871781503732943077460933,0x30054813e3042a136c7425521dcff77de0f373eb90115a18a1572385600789cb
Will Michael Anton be next National Security Advisor?,Yes,No,0.53,2,1.0,1.0,1.0,1.0,5.63,0.18,50,0.0,0.0,0.0,0.0,0.0,2.84,3.08,0.3,0.83,0.56,3.5,0.01,True,will-michael-anton-be-next-national-security-advisor,80996699864334753144899045738019262604710009463159137649840514103044000634169,28449799465681245123215628142903869628619285791867040064499382059567385485539,0x44e36c8f478a73de15fd34f05987575e52b5d76e268b9a454f44eebe21bfafd8
Brazil’s 12-month inflation below 5.50% for December 2025?,Yes,No,0.10000000000000009,2,1.0,1.0,1.0,1.0,5.41,0.18,50,5.23,3.18,2.28,1.62,1.73,2.07,1.98,0.83,0.93,0.88,3.5,0.01,False,brazils-12-month-inflation-below-5pt50-for-december-2025,106306316630509650057995374891685252319938872421261864514225685401839433488911,48075209557370896983851038562460854639186286469417510882937568810006919132764,0x52bcacee91873a53b46d49231b04329b013d6ff38a82b9ac788d96bc907a8f1e
Ahmed al-Sharaa out as leader of Syria in 2025?,Yes,No,0.010000000000000009,5,1.0,1.02,0.82,1.22,11.32,0.09,200,0.0,0.0,0.0,0.0,0.0,5.46,5.48,0.06,0.07,0.06,3.5,0.01,False,ahmed-al-sharaa-out-as-leader-of-syria-in-2025,60846532742995206012715712642905158593222894421531671840902324906707341086818,94729577076072005098195154177323089414318510754301895147657594308582307944814,0x056f58e7b2c247281c3a4aaa1b3ed4d42490adc1bdf8bc97e1e475cf0a3bd8b6
Will Pope Leo XIV meet with Recep Tayyip Erdoğan in 2025?,Yes,No,0.17000000000000004,2,1.0,1.0,1.0,1.0,5.1899999999999995,0.19,20,0.0,0.0,1.74,1.23,0.87,1.65,4.78,0.73,0.9,0.82,3.5,0.01,False,will-pope-leo-xiv-meet-with-recep-tayyip-erdoan-in-2025,11090895268281215596623851746377280303962618726098535358884341816664039488376,64617449157695777105981990004010517425950396446133449909732826856514166198937,0x97f7ac6f9488a6c3470e8d0305bbde37f76692a78374cbef803946bdeac07e48
Israel x Syria security agreement by December 31?,Yes,No,0.08000000000000007,2,1.0,1.0,1.0,1.0,10.370000000000001,0.1,100,0.0,0.0,0.0,2.17,1.54,4.45,7.37,0.6,0.68,0.64,3.5,0.01,False,israel-x-syria-security-agreement-by-december-31-629,69937757404837539134847827869630253190194635826279524305298284080303291099350,40915545402572104319063078951154341685055505136251370847266444891978789198800,0x73ff55c4c2da731dde5706777b69d21a08f8f9b682e8a11e864be6fc6cf4a87c
Will A$AP Rocky release an album in 2025?,Yes,No,0.74,2,1.0,1.0,1.0,1.0,6.91,0.14,50,0.0,0.0,0.0,0.0,0.0,2.67,10.35,0.02,0.76,0.39,3.5,0.01,False,will-aap-rocky-release-an-album-in-2025,14740864434834792617302313577513667690001999408113578436454619377320373643369,100570241033727904879956082438689263916722533424191903436976890130268984851361,0xd3402431c7265e4c7ce0e81e4b1222844fc38572f54555e8c167917b8f520b4b
Will Iran withdraw from the NPT in 2025?,Yes,No,0.010000000000000009,5,0.99,1.0,1.16,0.85,10.3,0.1,100,0.0,0.0,0.0,0.0,0.0,2.92,12.0,0.12,0.13,0.12,3.5,0.01,False,will-iran-withdraw-from-the-npt-in-2025,26010526170539272390664504795029187224630250840515621569643073212711329638501,55346615837083354459105784324981801541770633815926083767589010508213026795971,0xadf2f67d77b8d52e0a04a797521f7a24be1bb79e91fa7eede417ec0ff79208c9
Will Abbott Laboratories (ABT) beat quarterly earnings?,Yes,No,0.020000000000000018,10,0.98,0.99,0.89,1.08,8.370000000000001,0.12,200,0.0,0.0,1.16,0.82,0.59,3.98,3.8,0.84,0.86,0.85,3.5,0.01,False,abt-quarterly-earnings-nongaap-eps-2025-10-15-1pt30,47270771787744966653936831905158750081672310806861320596855213870700144844034,75836659378362490075179457411454812292373357534961472052245978502479586215897,0x3df6317f9955a852b02f1fd386c91ea67cf793360acbca25629b226393ddf497
"U.S. agrees to a new trade deal with ""European Union""?",Yes,No,0.010000000000000009,5,0.97,0.98,0.82,1.14,3.86,0.25,200,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.06,0.07,0.06,3.5,0.01,False,us-agrees-to-a-new-trade-deal-with-european-union,65492287616821734888206674810623561566006459598018731369001386552250476952145,42257992089870024110611769160359175572366367090966731303204976993497303795765,0x661bd338d7caca6d0701360c27d4b43c832eba3856a8006640815273f1257140
Will Mikie Sherrill win by 6-9%?,Yes,No,0.010000000000000009,10,0.97,1.11,1.65,0.57,19.049999999999997,0.05,100,0.0,0.0,0.0,0.0,0.0,5.85,14.75,0.15,0.16,0.16,4.5,0.01,True,will-mikie-sherrill-win-by-6-9,13952964960794063989326274285365197639880883339042305543335886465619908439365,76330147105476954604260881244365226350599167773751172818819161151633661830372,0x69b604e3d43293ee5aedc9fa00c8d8380cb7e5a71ef189503a532f083e2b8081
Will monthly inflation increase by 0.3% in September?,Yes,No,0.020000000000000018,5,0.96,0.97,1.07,0.87,11.629999999999999,0.08,50,0.0,0.0,0.0,0.0,1.96,4.89,10.43,0.25,0.27,0.26,3.5,0.01,True,will-monthly-inflation-increase-by-0pt3-in-september,73889720176226713653112367012574662243838312667803460608042862419975653333210,70402392451635748943174447716887437074709989210140850162024402421191014015873,0xa6e9c3e84b978ac22266b9596c9fe5e6b1a14fce57ef521acfa8bcbf09c46d65
Will monthly inflation increase by 0.5% or more in September?,Yes,No,0.01999999999999999,5,0.94,0.94,0.93,0.95,17.119999999999997,0.05,50,0.0,0.0,0.0,0.0,0.0,9.27,18.01,0.17,0.19,0.18,3.5,0.01,True,will-monthly-inflation-increase-by-0pt5-or-more-in-september,19656467842077411787418897356418409500007940420813386102306727810569846912627,33676107157656843929798333745929733449749045963750835976513571350337786785251,0x6ef075c9da61c78ca84b708fe7f34aa14ec761319324db64dcf788dadf42445e
South Park: JD Vance becomes President?,Yes,No,0.020000000000000018,5,0.92,0.92,0.94,0.91,9.42,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,9.42,0.12,0.14,0.13,3.5,0.01,False,south-park-jd-vance-become-president,83895630680850992713732937473803139291965398431356741596441806156082080938923,104505015361399436718563888397017619850543262927654135721053526231893091105958,0xb19808f24ff6c93669d7c28c11352bb969c6feae8bc721dfa00bf3c638d41887
Will Sentimental Value win Best Original Screenplay at the 98th Academy Awards?,Yes,No,0.030000000000000027,5,0.91,0.92,1.02,0.81,8.1,0.11,50,0.0,0.0,0.0,0.0,0.0,4.05,4.05,0.42,0.45,0.44,4.5,0.01,True,will-sentimental-value-win-best-original-screenplay-at-the-98th-academy-awards,30476697811633802974247041377294063298426690258762441493799507947314360002930,29722070941586630516953140296816588815769036717737681389688094397211835797057,0x06c4d9758efa3f60130856d5de044d3dded03ffeed7d8d8293d3a1074d483efa
Will Stephen Hawking be named in newly released Epstein files?,Yes,No,0.009999999999999981,5,0.91,0.92,0.82,1.02,13.73,0.07,50,0.0,0.0,0.0,0.0,0.0,7.76,4.85,0.17,0.18,0.18,5.5,0.01,False,will-stephen-hawking-be-named-in-newly-released-epstein-files,19193974280666477589624859892266573883500010098975777243947176478714981192915,111988243883213721315313776748233636108322670435723521385665315421458126328241,0x09a23aa4ec92b93c09f45c55f9f5022b1d14e5f8690651460d4862f1762b0727
Syria strikes Israel by December 31?,Yes,No,0.01999999999999999,5,0.91,0.91,0.83,0.99,5.12,0.18,200,0.0,0.0,0.0,0.0,0.0,3.0,3.45,0.07,0.09,0.08,3.5,0.01,False,syria-strikes-israel-by-december-31,1905749976510990775547212645428605469772961800254132959155347061843868560376,70680284822247582236095242306851514587054922690818006748373364361078484942941,0x191323d36ce7e37b3b260380eb2208bdd37f891b331b98048a80d312bd4dcf5c
Will Hamnet win Best Picture at the 98th Academy Awards?,Yes,No,0.010000000000000009,10,0.9,0.92,0.71,1.14,16.72,0.05,200,0.0,0.0,0.0,0.0,0.0,2.0,14.72,0.18,0.19,0.18,3.5,0.01,True,will-hamnet-win-best-picture-at-the-98th-academy-awards,17781966920345001333694873962725544399622962807536262226327461471000709887625,69810463519685390977705287406030999283280450973077240059184219530164978871715,0xd405c18b0df642e7f06aadf359183cb8208c1ff6b3a3bca3f8206dca2eb9532e
Will Russia capture all of Pokrovsk by December 31?,Yes,No,0.010000000000000009,5,0.89,0.9,0.76,1.05,19.060000000000002,0.05,100,0.0,0.0,0.0,0.0,3.36,6.05,16.12,0.19,0.2,0.2,4.5,0.01,False,will-russia-capture-all-of-pokrovsk-by-december-31,104286524703442709338773198910882873014783902175935172593890170790000032325027,106412784708185785094269962077383627852277462859442983862912330059882753123188,0xab03a5adc30a70d64279a1e894b94665583fcec6ef6d6fcfd2d4687968847ef5
Will North and South Korea engage in direct talks in 2025?,Yes,No,0.010000000000000009,5,0.87,0.89,1.07,0.71,17.32,0.05,50,0.0,0.0,0.0,0.0,0.0,7.08,8.37,0.25,0.26,0.26,3.5,0.01,False,will-north-and-south-korea-engage-in-direct-talks-in-2025,115404865965383586664067510113431399382194679387380227693288819136634327072330,84242495797283362555809133180197951214623312264129155908193180570051758010034,0xea50ad381226afed4f2ab3647a26530d69494966b09c3314c7ef1e5d8f1b7ac9
Will Yoon be sentenced to prison in 2025?,Yes,No,0.01999999999999999,5,0.87,0.9,0.67,1.12,11.82,0.07,100,0.0,0.0,6.0,4.27,3.03,3.58,5.8,0.16,0.18,0.17,3.5,0.01,False,will-yoon-be-sentenced-to-prison-in-2025,16432805935886177971462852162961613428051010272544890398035547420151849975059,53893238631397381727265276236818407733305133733829231919488425405072432726072,0x4bcdc5f24786e4ea5279a4f859d8879cc08b98cfaa2924862947c65db0f010ae
"U.S. agrees to a new trade deal with ""Canada""?",Yes,No,0.020000000000000004,5,0.86,0.86,0.83,0.89,14.93,0.06,50,0.0,0.0,0.0,0.0,5.27,4.68,3.76,0.08,0.1,0.09,3.5,0.01,False,us-agrees-to-a-new-trade-deal-with-canada,87686789199659035990734645216040519787573705636693399875514256836650659126632,32310848727033976455653058267223763714757238322533567736147029940194544526627,0x9143e4e4a449229e3d63711df9ebc06c88993a402cea98cc0542197678250d43
"Will Trump say ""Elon"" or ""Musk"" in October?",Yes,No,0.050000000000000044,5,0.86,0.86,0.82,0.91,14.03,0.06,20,0.0,0.0,0.0,0.0,1.99,6.02,6.02,0.58,0.63,0.6,5.5,0.01,False,will-trump-say-elon-or-musk-in-october,16544194221786867749223915130286979546616564588379577496641177963127786966589,20565742265100586937148762841705688814449574381756050715069880095993581044251,0x7157ebcfaf2627c264252460f1f8ba9d0f6a1659c5bca4f95c5bfc0aaea4a9a2
Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,Yes,No,0.03999999999999998,3,0.85,0.85,0.84,0.86,13.620000000000001,0.06,20,5.49,3.33,2.39,1.7,2.06,4.45,6.83,0.39,0.43,0.41,4.5,0.01,False,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,46016408901619903295207375832539898750164493226855442884509133805980187874445,104364047276779956150815000750759444324012427302824233404469499322904769447374,0xd7391798f941b8fe16773f96397ef3f91a2fc36939bdd50a78776dbf93ddd280
Will Sentimental Value be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.039999999999999925,4,0.85,0.85,0.8,0.9,6.449999999999999,0.13,100,0.0,0.0,2.42,1.71,1.6,1.03,3.82,0.81,0.85,0.83,4.5,0.01,False,will-sentimental-value-be-nominated-for-best-picture-at-the-98th-academy-awards,106149742858125595877910724719735158217280822726564029409401435703430227508006,108887559920151613305603304414485780131437074485062241577685671863435013234457,0x14ffb89d36dc95c05e22625018556066a3320524d9431cef23216cdc41e192cf
Axiom daily fees above $5M in 2025?,Yes,No,0.03,3,0.83,0.83,0.77,0.89,19.79,0.04,20,0.0,0.0,0.0,0.0,0.0,11.11,17.76,0.06,0.09,0.08,3.5,0.01,False,axiom-daily-fees-above-5m-in-2025,90384929832020259045421126427573639314341234742079145072046112447492441202931,18655785998551807497753456070160517096492365301700851880877417306055668759403,0x3ff1646e6524698918a2a6ae1c10ca17ed44e9ea8bddf51a0c799a73b9b77c10
Will Laura Loomer join Trump administration by December 31?,Yes,No,0.009999999999999995,5,0.83,0.84,0.9,0.77,0.0,N/A,100,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.07,0.08,0.08,3.5,0.01,False,will-laura-loomer-get-a-job-in-the-white-house-by-december-31,23502446925301923371085949863875114850185441967301695647121691100573381989882,39385435733579774797124658435946212712231472066271156360870630243593842997881,0xcb65953288f5a22b0ef6c191c7bd1b7c8ab3305ede9dc3349d75f54e89f24c1e
Ghislaine Maxwell accuses Trump of being a criminal?,Yes,No,0.020000000000000004,5,0.83,0.84,0.71,0.98,9.420000000000002,0.09,100,0.0,0.0,0.0,0.0,0.0,4.23,6.01,0.03,0.05,0.04,3.5,0.01,False,ghislaine-maxwell-accuses-trump-of-beinf-a-criminal,97863850882660475037186648635473970568497103224241835679832270253808489109778,88196810723672347027564453667698852105319733356104155852271895467147973149080,0x8c5ff0893691891e3db010fc4f6b8999c684af4c2f76a8d2b9aab81f503c819b
Will GroenLinks–PvdA win 26–28 seats in the 2025 Netherlands parliamentary election?,Yes,No,0.03,3,0.83,0.83,0.82,0.84,11.48,0.07,20,0.0,0.0,0.0,0.0,3.72,4.05,5.6,0.17,0.2,0.18,4.5,0.01,True,will-groenlinkspvda-win-2628-seats-in-the-2025-netherlands-parliamentary-election,76333619751006036959961424633088189477639027233569668393502503962299673355946,81665460128294521620190844621085137947924547805949220189962675372101810895698,0x1970582876bd1ec31a3b9ed53b310d4aa19f036f4a6f4d94c72a2aae8851945f
Will Charles Schwab (SCHW) beat quarterly earnings?,Yes,No,0.010000000000000009,10,0.82,0.86,0.62,1.09,6.210000000000001,0.13,200,0.0,0.0,0.0,1.6,1.13,1.61,3.47,0.88,0.89,0.88,3.5,0.01,False,schw-quarterly-earnings-nongaap-eps-2025-10-15-1pt21,112921131931603496509066086857392386168145268344745755553534785982244942665542,54667397405509055447043835824697548004753068232687432404452861413310270153870,0x0f18d1e749bab471b8a4d2201250a067a8e211cf4ecf664b6435ae75c6c50925
"""The Witcher: Season 4"" Rotten Tomatoes score is between 45 and 59?",Yes,No,0.03,3,0.81,0.81,0.77,0.85,18.29,0.04,50,0.0,0.0,0.0,0.0,3.64,8.33,13.48,0.18,0.21,0.2,4.5,0.01,True,the-witcher-season-4-rotten-tomatoes-score-is-between-45-and-59,54994413886865646195088000590205401523779969091456522708781289958065300769958,102661836593359317377186688047959572798493248113500106230462231884990384485523,0x35d608ca0a604159736f122a2f97a141aa6e35920bf1ed4cbb1eeb8684000250
Will Timothée Chalamet win Best Actor at the 98th Academy Awards?,Yes,No,0.020000000000000018,5,0.8,0.8,0.82,0.79,17.83,0.04,100,0.0,0.0,0.0,0.0,0.0,4.48,13.35,0.18,0.2,0.19,4.5,0.01,True,will-timothe-chalamet-win-best-actor-at-the-98th-academy-awards,58685817664292296726620290139440291356982179626401042907081562589316381635900,99816109404712157590087136348402913231668662708612936491417855953287910104738,0xd185f10a7d0f07e733e02a6811fc2930fb7478166107669fe58bd7ba37aa9895
Will Ghislaine Maxwell testify before Congress in 2025?,Yes,No,0.009999999999999995,5,0.79,0.79,0.75,0.83,11.190000000000001,0.07,200,0.0,0.0,0.0,0.0,0.0,5.28,5.12,0.08,0.09,0.08,3.5,0.01,False,will-ghislaine-maxwell-testify-before-congress-in-2025,80327600971470876254751987554033637302533901406995025504851454626929900099368,75791118729303018549785280875659746680470711418780616368674099974066374824548,0x79342e0d3cce6f59378a6a016531546b773490b30ce51700265bc13e6651bd72
Will 'Wicked: For Good' have the second best domestic opening weekend in 2025?,Yes,No,0.03999999999999998,3,0.79,0.79,0.79,0.79,9.85,0.08,100,0.0,0.0,0.0,0.0,0.0,1.25,20.74,0.2,0.24,0.22,3.5,0.01,True,will-wicked-for-good-have-the-second-best-domestic-opening-weekend-in-2025,26752374595803696826612232193344708709483236920004197964193033867062979967908,10878721669546510274752540465632697118413606010167008658509167152152743209135,0x46a79789f6aea363f2c44da26b0318e2e3db036975c5b6140f9463d6a6d3d3b4
House passes Epstein disclosure bill/resolution in 2025?,Yes,No,0.029999999999999916,3,0.78,0.78,0.78,0.79,19.11,0.04,20,0.0,1.99,1.42,1.44,1.46,9.67,10.64,0.68,0.71,0.7,3.5,0.01,False,house-passes-epstein-disclosure-billresolution-in-2025,81408989314316949484774341413026292411007618178432122503101837474290124521299,37598030519374155757002956573794191556797871161365584496490986860288187555403,0x734525c64d1cdbbb45574cf3ef7f2496bf019d80e4d13c4663f054bda1f28ace
Will Morgan Stanley (MS) beat quarterly earnings?,Yes,No,0.020000000000000018,10,0.78,0.78,0.75,0.81,6.46,0.12,200,0.0,0.0,0.0,0.0,0.79,2.53,3.14,0.88,0.9,0.89,3.5,0.01,False,ms-quarterly-earnings-gaap-eps-2025-10-15-2pt06,73979852414597328121644368325312077716209308983714017590151257461799291302804,32716622636376731315976526198880621406797926938869536657374431078635361050113,0x41010e119c211a44503b83370da7be84bd4e3eee48ee4e836b5958125735d62d
Will Elon and DOGE cut 50-100k employees in 2025?,Yes,No,0.010000000000000009,3,0.78,0.78,0.79,0.78,17.740000000000002,0.04,50,0.0,0.0,0.0,0.0,0.0,8.71,30.37,0.12,0.13,0.12,3.5,0.01,True,will-elon-and-doge-cut-50-100k-employees-in-2025,91081203669814582730508486628471496884271692529871883762953864408372920906805,10289833751754937308043267208111186597860591500522056283976598897817778774301,0xb331efeaaff0f0ce986b071bd212ecfa121298427f98e61d22296c4db9d61b50
Opensea FDV above $1B one day after launch?,Yes,No,0.030000000000000027,5,0.77,0.78,0.95,0.62,15.54,0.05,50,0.0,0.0,0.0,0.0,0.0,7.77,7.77,0.87,0.9,0.88,3.5,0.01,False,opensea-fdv-above-1b-one-day-after-launch,55736535775539231856682158017890031261644294952589300517957218393676136917293,71718402031669298364238907670733752499185585238670546354636156779359681992646,0xe67c947bf8eeb8dffdeea19806cf266fe65f6d20f3e5bbf5135e11e544fe9b7f
Will CDA win 28 or more seats in the 2025 Netherlands parliamentary election?,Yes,No,0.03,3,0.77,0.77,0.72,0.82,7.18,0.11,20,0.0,0.0,0.0,0.0,0.0,2.38,12.65,0.15,0.18,0.16,4.5,0.01,True,will-cda-win-28-or-more-seats-in-the-2025-netherlands-parliamentary-election,20879770869040035071879697465268450289158331809480249481158708155300007816604,17148622357578278848833910848944406884577000967140916585746659064161763102271,0xd2bb0e0241a9cd7f7277eaa2a0e36e2ed4f842e67671b889fc724d829cd801f7
OpenAI browser in 2025?,Yes,No,0.020000000000000018,5,0.77,0.78,0.67,0.89,12.989999999999998,0.06,100,0.0,0.0,0.0,1.88,1.64,4.63,7.28,0.75,0.77,0.76,3.5,0.01,False,openai-browser-in-2025,107464577842066559760656019062729852840640569883500658546207125400108659528704,84463604037073935136662294659876451223367218769202288948744743875605774247448,0xba88b6515079171739698b67a1186c0e0728583eb76c4b9216fff959806d355b
Will Kevin Spacey be named in the Epstein survivors' list?,Yes,No,0.03,3,0.76,0.76,0.72,0.8,6.61,0.11,20,0.0,0.0,0.0,0.0,0.0,3.87,10.97,0.05,0.08,0.06,4.5,0.01,False,will-kevin-spacey-be-named-in-the-epstein-survivors-list,28285859975571949967745254237429649451460494271974631087559593978253378300201,39835200601023509321742401099470161976569242706809556240188402030678952049215,0x451b63843319f73d0475f74d20534a88cb29ddbfca050b773d80c7d8d37270ee
Will Pope Leo visit Turkey first?,Yes,No,0.06000000000000005,2,0.76,0.76,0.78,0.74,12.379999999999999,0.06,50,4.8,3.36,3.11,2.41,4.56,3.31,5.24,0.7,0.76,0.73,3.5,0.01,True,will-pope-leo-visit-turkey-first,84005362655904646531717777833035676931042274323310994696580063848930976423785,58727530413163825901418319210052548330129383180452754914309393753946653280752,0xdf52706a9c87c71c6b79980dadb94b376ecb1fa6502613d4ded02a2db86bb3b1
Will Cuomo x Mamdani debate two times before election?,Yes,No,0.040000000000000036,3,0.75,0.76,0.8,0.71,9.01,0.08,50,0.0,0.0,1.39,1.39,2.94,3.3,2.52,0.7,0.74,0.72,4.5,0.01,True,will-cuomo-x-mamdani-debate-two-times-before-election,34771043644059350466721861345881329956600848525345611358764607640718662414821,26748869055208160922950006321008079339295854046159280398362510746668850792467,0x75466cc747b564fba23a523d305aa903db68b2ccb127381aeacbeabb05e19edb
